SeqId,SeqIdVersion,SomaId,TargetFullName,Target,UniProt,EntrezGeneID,EntrezGeneSymbol,Z Scores
5248-68,2,SL005793,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial",Cyclophilin F,P30405,10105,PPIF,1.07959021
7228-2,3,SL018113,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6",SIA7F,Q969X2,30815,ST6GALNAC6,1.078872784
22561-3,3,SL017111,Uncharacterized protein UNQ511/PRO1026,YA003,Q6UX82,646627,LYPD8,1.077276185
12351-25,3,SL004396,Signal transducer and activator of transcription 1-alpha/beta,STAT1,P42224,6772,STAT1,1.077028498
2634-2,2,SL003307,Cytokine receptor common subunit gamma,IL-2 sRg,P31785,3561,IL2RG,1.076945573
13102-1,3,SL012769,Protein FAM3D,FAM3D,Q96BQ1,131177,FAM3D,1.076906719
4294-16,2,SL006088,Sphingosine kinase 1,Sphingosine kinase 1,Q9NYA1,8877,SPHK1,1.075926116
22091-14,3,SL022799,Beta-ureidopropionase,BUP1,Q9UBR1,51733,UPB1,1.075104364
23530-3,3,SL023384,Tropomodulin-4,TMOD4,Q9NZQ9,29765,TMOD4,1.073847798
4187-49,2,SL000247,"6-phosphogluconate dehydrogenase, decarboxylating",6-Phosphogluconate dehydrogenase,P52209,5226,PGD,1.07350191
3029-52,2,SL005157,CD209 antigen,DC-SIGN,Q9NNX6,30835,CD209,1.073414755
17671-58,3,SL019227,Inhibitor of growth protein 4,ING4,Q9UNL4,51147,ING4,1.073006371
21771-47,3,SL022690,"Beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase",MGAT3,Q09327,4248,MGAT3,1.072300402
9877-28,3,SL013040,Crk-like protein,CRKL,P46109,1399,CRKL,1.07155508
15596-7,3,SL020142,Protein HEXIM1,HEXI1,O94992,10614,HEXIM1,1.069721042
12396-19,3,SL006368,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",HIBCH,Q6NVY1,26275,HIBCH,1.068617038
9369-174,3,SL014109,Leucine-rich repeat-containing protein 4C,NGL1,Q9HCJ2,57689,LRRC4C,1.067981448
25042-3,3,SL011182,"NAD-dependent malic enzyme, mitochondrial",MAOM,P23368,4200,ME2,1.067682258
17195-43,3,SL000023,BAG family molecular chaperone regulator 1,BAG-1,Q99933,573,BAG1,1.066019224
20581-42,3,SL025875,Glucagon-like peptide 1 receptor:Extracellular domain,GLP1R:ECD,P43220,2740,GLP1R,1.064555913
23410-46,3,SL023197,Eukaryotic translation initiation factor 3 subunit M,EIF3M,Q7L2H7,10480,EIF3M,1.061864268
17826-341,3,SL011186,Elongation factor 1-delta,EF1D,P29692,1936,EEF1D,1.060969243
22404-4,3,SL022685,Inositol hexakisphosphate kinase 1,IP6K1,Q92551,9807,IP6K1,1.059436272
3115-64,2,SL006918,Mitogen-activated protein kinase 1,MK01,P28482,5594,MAPK1,1.059433366
20970-14,3,SL022002,Dysbindin domain-containing protein 1,DBND1,Q9H9R9,79007,DBNDD1,1.059063307
22041-26,3,SL021459,Dual specificity mitogen-activated protein kinase kinase 5,MP2K5,Q13163,5607,MAP2K5,1.058682839
3874-8,1,SL008157,Ubiquitin-conjugating enzyme E2 L3,UB2L3,P68036,7332,UBE2L3,1.056997959
3799-11,2,SL004867,Carbonic anhydrase 3,Carbonic anhydrase III,P07451,761,CA3,1.056001356
11395-5,3,SL025855,"Protein-tyrosine kinase 2-beta:4.1 protein, ezrin, radixin, moesin domain",FAK2:FERM,Q14289,2185,PTK2B,1.054790193
10603-1,3,SL012419,Histatin-3,HIS3,P15516,3347,HTN3,1.05434352
22824-53,3,SL022842,V-type proton ATPase subunit C 2,VATC2,Q8NEY4,245973,ATP6V1C2,1.051819825
11573-3,3,SL017909,Serine/arginine-rich splicing factor 6,SRSF6,Q13247,6431,SRSF6,1.050522218
23312-16,3,SL023177,Rab-like protein 3,RABL3,Q5HYI8,285282,RABL3,1.050337561
10039-32,3,SL005262,Purine nucleoside phosphorylase,PNP,P00491,4860,PNP,1.049446409
19139-3,3,SL018905,Heat shock factor 2-binding protein,HSF2B,O75031,11077,HSF2BP,1.047031873
21351-8,3,SL001910,Glycyl t-RNA synthetase,Glycyl t-RNA synthetase,P41250,2617,GARS1,1.04694067
12616-45,3,SL019803,Nuclear receptor-binding protein,NRBP,Q9UHY1,29959,NRBP1,1.046454145
9224-20,3,SL005212,Prolactin receptor,Prolactin Receptor,P16471,5618,PRLR,1.046086202
4988-49,2,SL002036,Fibroblast growth factor receptor 4,FGFR4,P22455,2264,FGFR4,1.045648834
21767-129,3,SL022643,Polypeptide N-acetylgalactosaminyltransferase 14,GLT14,Q96FL9,79623,GALNT14,1.045417746
4970-55,1,SL000339,Carbonic anhydrase 2,carbonic anhydrase II,P00918,760,CA2,1.045380818
4151-6,2,SL000541,Plasminogen,Plasminogen,P00747,5340,PLG,1.045267983
13472-35,3,SL016517,Haloacid dehalogenase-like hydrolase domain-containing protein 2,HDHD2,Q9H0R4,84064,HDHD2,1.043501387
22154-37,3,SL022810,GATA zinc finger domain-containing protein 1,GATD1,Q8WUU5,57798,GATAD1,1.041498447
17345-12,3,SL020272,Prostaglandin reductase 3,ZADH2,Q8N4Q0,284273,ZADH2,1.040901734
25921-3,3,SL001931,Inhibin a subunit,Inhibin a subunit,P05111,3623,INHA,1.04087642
12956-40,3,SL019438,KIF1-binding protein,KBP,Q96EK5,26128,KIFBP,1.040282885
18226-148,3,SL005676,"Cytochrome c oxidase subunit 5A, mitochondrial",COX5A,P20674,9377,COX5A,1.038212438
25215-1,3,SL023225,Mitochondrial import inner membrane translocase subunit Tim10,TIM10,P62072,26519,TIMM10,1.038137253
19334-62,3,SL016128,Thioredoxin domain-containing protein 12,TXD12,O95881,51060,TXNDC12,1.037297201
9839-148,3,SL004506,Toll/interleukin-1 receptor domain-containing adapter protein,Tirap,P58753,114609,TIRAP,1.035155674
24920-6,3,SL023055,"Glutaminase kidney isoform, mitochondrial",GLSK,O94925,2744,GLS,1.034933739
9202-309,3,SL008113,"ATP synthase subunit O, mitochondrial",ATPO,P48047,539,ATP5PO,1.032318173
2212-69,1,SL000053,Tissue-type plasminogen activator,tPA,P00750,5327,PLAT,1.032203592
9627-15,3,SL012611,Vitrin,VITRN,Q6UXI7,5212,VIT,1.032005996
4453-83,3,SL014108,Leucine-rich repeat transmembrane neuronal protein 3,LRRT3,Q86VH5,347731,LRRTM3,1.030727293
5004-69,1,SL007453,Mitogen-activated protein kinase 11,MK11,Q15759,5600,MAPK11,1.030356185
9764-79,3,SL008128,Heterogeneous nuclear ribonucleoprotein F,HNRPF,P52597,3185,HNRNPF,1.029967081
15627-83,3,SL003721,RAC-alpha serine/threonine-protein kinase,PKB,P31749,207,AKT1,1.029947073
5475-10,3,SL000553,Protein kinase C beta type (splice variant beta-II),PKC-B-II,P05771,5579,PRKCB,1.029809585
18224-11,3,SL007683,Charged multivesicular body protein 1a,CHM1A,Q9HD42,5119,CHMP1A,1.029378603
5843-60,3,SL003542,Histone-lysine N-methyltransferase EHMT2,NG36,Q96KQ7,10919,EHMT2,1.028776494
3213-65,2,SL000640,Nidogen-1,Nidogen,P14543,4811,NID1,1.028301219
17857-6,3,SL020990,"Long-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADL,P28330,33,ACADL,1.028151988
4125-52,2,SL003680,"Advanced glycosylation end product-specific receptor, soluble",sRAGE,Q15109,177,AGER,1.027530048
2573-20,15,SL000087,Interleukin-6,IL-6,P05231,3569,IL6,1.027460823
20921-1,3,SL022053,PDZ domain-containing protein GIPC2,GIPC2,Q8TF65,54810,GIPC2,1.027358861
8069-85,3,SL007084,T-cell surface glycoprotein CD3 epsilon chain,CD3E,P07766,916,CD3E,1.02728033
25284-47,3,SL022666,Ubiquitin-like modifier-activating enzyme 6,UBA6,A0AVT1,55236,UBA6,1.026025327
12846-3,3,SL019936,F-box/LRR-repeat protein 5,FBXL5,Q9UKA1,26234,FBXL5,1.025661669
3905-62,1,SL008143,Ubiquitin-conjugating enzyme E2 N,UBE2N,P61088,7334,UBE2N,1.025039523
7887-57,3,SL014700,"Cytochrome c oxidase subunit 5B, mitochondrial",COX5B,P10606,1329,COX5B,1.023430419
17737-7,3,SL011185,"Isovaleryl-CoA dehydrogenase, mitochondrial",IVD,P26440,3712,IVD,1.02299129
9213-24,3,SL018900,Formimidoyltransferase-cyclodeaminase,FTCD,O95954,10841,FTCD,1.022175034
6948-82,3,SL017959,Polyphosphoinositide phosphatase,FIG4,Q92562,9896,FIG4,1.021757747
24983-119,3,SL006623,ELKS/RAB6-interacting/CAST family member 1,RB6I2,Q8IUD2,23085,ERC1,1.019751247
3037-62,1,SL001795,Interleukin-1 beta,IL-1b,P01584,3553,IL1B,1.01914954
12414-31,3,SL004815,14-3-3 protein beta/alpha,14-3-3 protein beta/alpha,P31946,7529,YWHAB,1.018650771
12774-12,3,SL019873,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1,HCN1,O60741,348980,HCN1,1.018232523
7893-19,3,SL007327,Oxidized low-density lipoprotein receptor 1,OLR1,P78380,4973,OLR1,1.018074099
4146-58,2,SL004360,Neurotrophin-4,Neurotrophin-5,P34130,4909,NTF4,1.017489078
25104-10,3,SL015296,Transcription factor CP2-like protein 1,TF2L1,Q9NZI6,29842,TFCP2L1,1.017261977
21503-12,3,SL007132,Thyrotropin receptor,TSHR,P16473,7253,TSHR,1.017254897
18917-53,3,SL005382,Pancreatic alpha-amylase,Pancreatic alpha-amylase,P04746,279,AMY2A,1.017031093
9257-14,3,SL017256,Translational activator of cytochrome c oxidase 1,TACO1,Q9BSH4,51204,TACO1,1.016499382
12491-23,3,SL008340,Chloride intracellular channel protein 4,CLIC4,Q9Y696,25932,CLIC4,1.016141404
7089-42,3,SL018107,Synaptotagmin-11,SYT11,Q9BT88,23208,SYT11,1.015889144
21883-17,3,SL003992,Bone morphogenetic protein 5,BMP-5,P22003,653,BMP5,1.015385418
6993-8,3,SL000246,5'-Nucleotidase,5'-Nucleotidase,P21589,4907,NT5E,1.014128289
9900-36,3,SL019163,Neurofilament heavy polypeptide,NFH,P12036,4744,NEFH,1.01381965
4567-82,2,SL014468,SH2 domain-containing protein 1A,SH21A,O60880,4068,SH2D1A,1.013563996
8458-111,3,SL005266,Alpha-synuclein,a-Synuclein,P37840,6622,SNCA,1.013559213
9169-14,3,SL018938,Small ubiquitin-related modifier 3,SUMO3,P55854,6612,SUMO3,1.012767065
18285-6,3,SL008800,Small VCP/p97-interacting protein,SVIP,Q8NHG7,258010,SVIP,1.011721942
5452-71,3,SL008835,Asialoglycoprotein receptor 1,ASGR1,P07306,432,ASGR1,1.009759358
23323-25,3,SL021133,Dual specificity phosphatase DUPD1,DUPD1,Q68J44,338599,DUPD1,1.009444043
13530-5,3,SL020120,Urotensin-2 receptor,UR2R,Q9UKP6,2837,UTS2R,1.008277972
9565-6,3,SL007598,PRKC apoptosis WT1 regulator protein,PAWR,Q96IZ0,5074,PAWR,1.007824685
12077-32,3,SL004357,Growth/differentiation factor 8,Myostatin,O14793,2660,MSTN,1.007660438
9918-23,3,SL003641,Calbindin,Calbindin D28,P05937,793,CALB1,1.007366569
18878-15,3,SL007024,Gremlin-1,GREM1,O60565,26585,GREM1,1.007360644
13431-74,3,SL020092,Membrane protein FAM159A,F159A,Q6UWV7,348378,SHISAL2A,1.006462891
21931-27,3,SL022737,UB2L3/PolyUbiquitin K48,UB2L3/ PolyUbiquitin K48,P68036|P0CG47,7332|7314,UBE2L3|UBB,1.005487206
18173-11,3,SL021347,Aflatoxin B1 aldehyde reductase member 3,ARK73,O95154,22977,AKR7A3,1.005464651
3875-62,1,SL011549,AT-rich interactive domain-containing protein 3A,ARI3A,Q99856,1820,ARID3A,1.003822767
3803-10,2,SL008382,Cystatin-D,CYTD,P28325,1473,CST5,1.00375854
19249-18,3,SL011670,Lysine--tRNA ligase,SYK,Q15046,3735,KARS1,1.003732652
16583-8,3,SL020189,Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical],AP4A,P50583,318,NUDT2,1.002888161
12714-38,3,SL019896,AP-1 complex subunit gamma-like 2,AP1G2,O75843,8906,AP1G2,1.002461838
3378-49,2,SL000064,Kallikrein-7,Kallikrein 7,P49862,5650,KLK7,1.001232464
11067-13,3,SL001791,Osteocalcin,Osteocalcin,P02818,632,BGLAP,1.000316261
12386-11,3,SL012837,Aminopeptidase B,AMPB,Q9H4A4,6051,RNPEP,0.997948593
21958-4,3,SL023246,Active breakpoint cluster region-related protein,ABR,Q12979,29,ABR,0.997783117
24670-1,3,SL023273,PIH1 domain-containing protein 1,PIHD1,Q9NWS0,55011,PIH1D1,0.99774788
25249-33,3,SL023375,"Pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial",ODPAT,P29803,5161,PDHA2,0.997170537
21178-8,3,SL021985,Probable cytosolic iron-sulfur protein assembly protein CIAO1,CIAO1,O76071,9391,CIAO1,0.993586801
23528-199,3,SL023400,Phytanoyl-CoA hydroxylase-interacting protein-like,PHIPL,Q96FC7,84457,PHYHIPL,0.99303796
20533-39,3,SL021088,Interleukin-35,IL-35,P29459|Q14213,3592|10148,IL12A|EBI3,0.990746797
12358-6,3,SL007325,Immunoglobulin-binding protein 1,IGBP1,P78318,3476,IGBP1,0.990431072
21742-43,3,SL022655,OTU domain-containing protein 7B,OTU7B,Q6GQQ9,56957,OTUD7B,0.989401878
7779-86,3,SL018230,Carbohydrate sulfotransferase 11,CHSTB,Q9NPF2,50515,CHST11,0.985546235
11211-7,3,SL019355,Tubulin-specific chaperone E,TBCE,Q15813,6905,TBCE,0.985044806
20956-13,3,SL022161,Prefoldin subunit 4,PFD4,Q9NQP4,5203,PFDN4,0.983254833
12434-25,3,SL008617,IST1 homolog,K0174,P53990,9798,IST1,0.982332567
20546-71,3,SL008962,Reticulon-4 receptor-like 1,R4RL1,Q86UN2,146760,RTN4RL1,0.98153519
3028-36,2,SL003301,Ck-beta-8-1,Ck-b-8-1,P55773,6368,CCL23,0.980134976
12536-46,3,SL019758,Myotubularin-related protein 6,MTMR6,Q9Y217,9107,MTMR6,0.979317171
21995-20,3,SL002642,NOS,NOS,P29474,4846,NOS3,0.978932586
25453-57,5,SL023269,Ropporin-1B,ROP1B,Q9BZX4,152015,ROPN1B,0.977923662
12356-65,3,SL005002,Sorcin,Sorcin,P30626,6717,SRI,0.976633751
6502-50,3,SL025827,Cysteine-rich motor neuron 1 protein:Extracellular domain,CRIM1:ECD,Q9NZV1,51232,CRIM1,0.976565256
11481-25,3,SL007547,Hepatitis A virus cellular receptor 2,TIMD3,Q8TDQ0,84868,HAVCR2,0.976485554
12637-7,3,SL019832,Carnitine O-acetyltransferase,CACP,P43155,1384,CRAT,0.974874422
18303-39,3,SL020951,Neurogranin,NEUG,Q92686,4900,NRGN,0.97481595
25248-28,3,SL007255,Protein numb homolog,NUMB,P49757,8650,NUMB,0.974488479
11158-40,3,SL019326,Bicaudal D-related protein 1,BICR1,Q6ZP65,92558,BICDL1,0.971797143
24244-81,3,SL023449,Rab-interacting lysosomal protein,RILP,Q96NA2,83547,RILP,0.970381251
6234-74,3,SL012611,Vitrin,VITRN,Q6UXI7,5212,VIT,0.968506664
21544-4,3,SL010786,Atlastin-3,ATLA3,Q6DD88,25923,ATL3,0.968270271
7097-8,3,SL018129,Testis-specific chromodomain protein Y 1,CDY1,Q9Y6F8,253175,CDY1,0.967658499
17490-4,3,SL004824,SH3 domain-binding glutamic acid-rich-like protein 3,SH3BGRL3-like protein,Q9H299,83442,SH3BGRL3,0.966845227
5620-13,3,SL008812,Peptidyl-glycine alpha-amidating monooxygenase,AMD,P19021,5066,PAM,0.966824609
21341-19,3,SL021983,Charged multivesicular body protein 4a,CHM4A,Q9BY43,29082,CHMP4A,0.966687496
20243-26,3,SL005670,Profilin-1,Profilin-1,P07737,5216,PFN1,0.966256528
24697-48,3,SL013079,Heterogeneous nuclear ribonucleoprotein A0,ROA0,Q13151,10949,HNRNPA0,0.966249541
22049-24,3,SL005796,14-3-3 protein eta,14-3-3 eta,Q04917,7533,YWHAH,0.966243256
17456-53,3,SL010628,Golgi membrane protein 1,GOLM1,Q8NBJ4,51280,GOLM1,0.965893453
19278-19,3,SL008303,Ras-related protein Rab-1B,RAB1B,Q9H0U4,81876,RAB1B,0.965590306
15301-24,3,SL009308,Acrosomal protein SP-10,sperm protein 10,P26436,56,ACRV1,0.964672435
2677-1,1,SL002644,Epidermal growth factor receptor,ERBB1,P00533,1956,EGFR,0.964380774
13969-24,3,SL020292,Importin subunit alpha-7,IMA7,O60684,23633,KPNA6,0.963965512
25073-13,3,SL023205,Ubiquitin conjugation factor E4 A,UBE4A,Q14139,9354,UBE4A,0.962959138
6526-77,3,SL009411,Odorant-binding protein 2a,OBP2A,Q9NY56,29991,OBP2A,0.962521588
12801-33,3,SL019895,Interferon regulatory factor 2,IRF2,P14316,3660,IRF2,0.962495916
20237-38,3,SL013006,"Ornithine aminotransferase, mitochondrial",OAT,P04181,4942,OAT,0.961401223
18343-10,3,SL020975,"Peroxisomal 2,4-dienoyl-CoA reductase",DECR2,Q9NUI1,26063,DECR2,0.961190388
3477-63,2,SL005225,High affinity nerve growth factor receptor,TrkA,P04629,4914,NTRK1,0.96106199
24981-8,3,SL023261,Cytoplasmic dynein 1 light intermediate chain 1,DC1L1,Q9Y6G9,51143,DYNC1LI1,0.95886988
21685-29,3,SL003344,DCC,DCC,P43146,1630,DCC,0.958778899
20116-30,3,SL007060,Serine/threonine-protein kinase OSR1,OXSR1,O95747,9943,OXSR1,0.958596588
10563-13,3,SL018021,LysM and putative peptidoglycan-binding domain-containing protein 3,LYSM3,Q7Z3D4,116068,LYSMD3,0.956639082
20950-159,3,SL022188,Phosphoribosyltransferase domain-containing protein 1,PRDC1,Q9NRG1,56952,PRTFDC1,0.956412178
3392-68,2,SL003767,Protein kinase B gamma,PKB gamma,Q9Y243,10000,AKT3,0.95631985
19259-176,3,SL010915,Eukaryotic translation initiation factor 2 subunit 1,IF2A,P05198,1965,EIF2S1,0.956158121
24959-20,3,SL020262,Cytochrome b5 reductase 4,NB5R4,Q7L1T6,51167,CYB5R4,0.955173202
11653-69,3,SL019569,Sodium- and chloride-dependent glycine transporter 1,SC6A9,P48067,6536,SLC6A9,0.953153458
14332-3,3,SL008025,Ras-related protein Ral-A,RALA,P11233,5898,RALA,0.952976255
21552-9,3,SL016458,Peroxisomal acyl-coenzyme A oxidase 1,ACOX1,Q15067,51,ACOX1,0.95216081
15315-64,3,SL019798,Copper homeostasis protein cutC homolog,CUTC,Q9NTM9,51076,CUTC,0.952080427
3209-69,1,SL005437,Matrix extracellular phosphoglycoprotein,MEPE,Q9NQ76,56955,MEPE,0.951080367
21105-23,3,SL022287,Protein unc-119 homolog B,U119B,A6NIH7,84747,UNC119B,0.951061785
3343-1,4,SL005574,Aminoacylase-1,Aminoacylase-1,Q03154,95,ACY1,0.951004871
23903-3,3,SL000281,"Aspartate aminotransferase, mitochondrial",GOT2,P00505,2806,GOT2,0.950035588
4393-3,1,SL004334,Fibroblast growth factor 16,FGF-16,O43320,8823,FGF16,0.949703972
3879-50,1,SL011232,Hsp90 co-chaperone Cdc37,CDC37,Q16543,11140,CDC37,0.949422004
21382-70,3,SL022030,Zinc phosphodiesterase ELAC protein 1,RNZ1,Q9H777,55520,ELAC1,0.948584136
7113-1,3,SL018115,"GrpE protein homolog 1, mitochondrial",GRPE1,Q9HAV7,80273,GRPEL1,0.948152234
22774-20,3,SL022935,tRNA-splicing endonuclease subunit Sen34,SEN34,Q9BSV6,79042,TSEN34,0.947986674
19127-1,3,SL007954,Heat shock protein beta-6,HSPB6,O14558,126393,HSPB6,0.947379023
9843-5,3,SL008029,Alpha-actinin-1,ACTN1,P12814,87,ACTN1,0.946384575
25459-3,3,SL023704,O-acetyl-ADP-ribose deacetylase MACROD2,MACD2,A1Z1Q3,140733,MACROD2,0.945006695
13098-93,3,SL003320,Vascular endothelial growth factor D,VEGF-D,O43915,2277,VEGFD,0.944951735
25500-6,3,SL013723,Rab11 family-interacting protein 3,RFIP3,O75154,9727,RAB11FIP3,0.944147492
10948-14,3,SL008958,Phospholipase D3,PLD3,Q8IV08,23646,PLD3,0.943123546
8907-11,3,SL018706,UDP-glucuronosyltransferase 2A1,UD2A1,Q9Y4X1,10941,UGT2A1,0.9410463
15582-25,3,SL010462,Ficolin-1,FCN1,O00602,2219,FCN1,0.940201771
3848-14,2,SL003785,Glyceraldehyde-3-phosphate dehydrogenase,"GAPDH, liver",P04406,2597,GAPDH,0.939309865
15556-49,3,SL005393,Alpha-amylase 2B,Alpha-amylase 2B,P19961,280,AMY2B,0.93860721
24662-78,3,SL023641,Tetratricopeptide repeat protein 36,TTC36,A6NLP5,143941,TTC36,0.93818304
12422-143,3,SL019693,Arachidonate 15-lipoxygenase B,LX15B,O15296,247,ALOX15B,0.937862061
3000-66,1,SL004516,Mannose-binding protein C,MBL,P11226,4153,MBL2,0.937668805
25049-8,3,SL025947,Nonspecific lipid-transfer protein:isoform SCPx,NLTP:isoform SCPx,P22307,6342,SCP2,0.935770606
3898-5,2,SL007266,26S proteasome non-ATPase regulatory subunit 7,PSD7,P51665,5713,PSMD7,0.935667566
10462-14,3,SL012880,Insulin-like peptide INSL5,INSL5,Q9Y5Q6,10022,INSL5,0.93565668
3283-21,1,SL006544,Transforming growth factor-beta-induced protein ig-h3,BGH3,Q15582,7045,TGFBI,0.935586901
20423-40,3,SL010770,Calcium and integrin-binding protein 1,CIB1,Q99828,10519,CIB1,0.935439122
21439-37,3,SL022538,Hematopoietic lineage cell-specific protein,HCLS1,P14317,3059,HCLS1,0.935367315
8268-98,3,SL018442,Heparan sulfate glucosamine 3-O-sulfotransferase 3A1,HS3SA,Q9Y663,9955,HS3ST3A1,0.934185688
15418-25,3,SL007282,Mitogen-activated protein kinase 10,MK10,P53779,5602,MAPK10,0.933642855
2579-17,5,SL000527,Matrix metalloproteinase-9,MMP-9,P14780,4318,MMP9,0.933108294
8235-48,3,SL007079,Secretogranin-1,SCG1,P05060,1114,CHGB,0.932913991
10507-166,3,SL009308,Acrosomal protein SP-10,sperm protein 10,P26436,56,ACRV1,0.932565045
20433-19,3,SL022117,"39S ribosomal protein L1, mitochondrial",RM01,Q9BYD6,65008,MRPL1,0.93207997
22821-50,3,SL004997,Uracil-DNA glycosylase,UNG,P13051,7374,UNG,0.931373722
2765-4,3,SL021043,Growth/differentiation factor 11/8,GDF-11/8,O95390|O14793,10220|2660,GDF11|MSTN,0.93127604
8476-11,3,SL002762,Chromogranin-A,CgA,P10645,1113,CHGA,0.930628077
7227-75,3,SL008509,Cochlin,COCH,O43405,1690,COCH,0.929908742
24690-1,3,SL023584,Calcium-binding protein 2,CABP2,Q9NPB3,51475,CABP2,0.92974637
9816-37,3,SL015830,Isochorismatase domain-containing protein 1,ISOC1,Q96CN7,51015,ISOC1,0.929398004
11342-59,3,SL025966,Plexin domain-containing protein 2:Cytoplasmic domain,PXDC2:CD,Q6UX71,84898,PLXDC2,0.928413435
22467-94,3,SL012875,HERV-H LTR-associating protein 3,HHLA3,Q9XRX5,11147,HHLA3,0.926555236
9057-19,3,SL012508,Proteasomal ubiquitin receptor ADRM1,ADRM1,Q16186,11047,ADRM1,0.926222937
15435-4,3,SL005262,Purine nucleoside phosphorylase,PNP,P00491,4860,PNP,0.925876282
5864-10,3,SL004910,Fructose-bisphosphate aldolase A,aldolase A,P04075,226,ALDOA,0.92455384
2618-10,2,SL003803,Receptor tyrosine-protein kinase erbB-4,ERBB4,Q15303,2066,ERBB4,0.924333053
2685-21,2,SL004676,Insulin-like growth factor-binding protein 5,IGFBP-5,P24593,3488,IGFBP5,0.922060348
3449-58,2,SL004876,Kallistatin,Kallistatin,P29622,5267,SERPINA4,0.920766372
25967-34,3,SL000591,Metalloproteinase inhibitor 1,TIMP-1,P01033,7076,TIMP1,0.919670629
3538-26,1,SL009216,Aromatic-L-amino-acid decarboxylase,dopa decarboxylase,P20711,1644,DDC,0.919616461
17205-21,3,SL021017,Ras-related protein Rab-5A,RAB5A,P20339,5868,RAB5A,0.918563237
4569-52,2,SL014091,VPS10 domain-containing receptor SorCS2,SORC2,Q96PQ0,57537,SORCS2,0.917651913
21757-49,3,SL022673,Ubiquitin carboxyl-terminal hydrolase 22,UBP22,Q9UPT9,23326,USP22,0.91752633
25269-10,3,SL021465,Nardilysin,NRDC,O43847,4898,NRDC,0.916974029
13998-26,3,SL020277,Adenylosuccinate synthetase isozyme 1,PURA1,Q8N142,122622,ADSS1,0.916822376
13963-7,3,SL004521,Toll-interacting protein,tollip,Q9H0E2,54472,TOLLIP,0.914902762
8391-12,3,SL012528,Beta-defensin 115,DB115,Q30KQ5,245929,DEFB115,0.914347136
21985-61,3,SL019592,Integrin beta-1-binding protein 2,ITBP2,Q9UKP3,26548,ITGB1BP2,0.913654945
2952-75,2,SL000047,Insulin-like growth factor I,IGF-I,P05019,3479,IGF1,0.912872742
3872-2,1,SL005679,Translationally-controlled tumor protein,TCTP,P13693,7178,TPT1,0.91202984
16865-62,3,SL013228,TATA-binding protein-associated factor 2N,RBP56,Q92804,8148,TAF15,0.910137804
21146-187,3,SL022275,Tubby-related protein 1,TULP1,O00294,7287,TULP1,0.91006216
8404-102,3,SL010249,BolA-like protein 2,BolA-like protein 2,Q9H3K6,552900,BOLA2,0.90988866
10082-251,3,SL019251,Neurofilament light polypeptide,NFL,P07196,4747,NEFL,0.909123523
23372-112,3,SL007591,Endoplasmic reticulum-Golgi intermediate compartment protein 1,ERGI1,Q969X5,57222,ERGIC1,0.908664062
19150-20,3,SL010935,Phosphoribosyl pyrophosphate synthase-associated protein 2,KPRB,O60256,5636,PRPSAP2,0.90853664
5915-58,3,SL012148,Peroxisomal targeting signal 1 receptor,PEX5,P50542,5830,PEX5,0.908375946
8307-47,3,SL018439,UPF0696 protein C11orf68,CK068,Q9H3H3,83638,C11orf68,0.907514873
8458-16,3,SL005266,Alpha-synuclein,a-Synuclein,P37840,6622,SNCA,0.906159093
20161-41,3,SL018262,Neural cell adhesion molecule 1,NCAM1,P13591,4684,NCAM1,0.905726657
